id,name,category,generation,is_legendary,is_mythical,types,height,weight,abilities,habitat,evolves_from,description,hp,attack,defense,special_attack,special_defense,speed,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_steel,against_dark,against_fairy,cry_url,sprite_url,shiny_sprite_url
542,leavanny,Nurturing Pokemon,Generation-v,False,False,"bug, grass",1.2,20.5,"Swarm, Chlorophyll, Overcoat (Hidden)",Unknown Habitat,Swadloon,"Upon finding a small Pokemon, it weaves clothing for it from leaves, using the cutters on its arms and sticky silk.",75,103,80,70,80,92,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/542.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/542.png
543,venipede,Centipede Pokemon,Generation-v,False,False,"bug, poison",0.4,5.3,"Poison point, Swarm, Speed boost (Hidden)",Unknown Habitat,None,"Its bite injects a potent poison, enough to paralyze large bird Pokemon that try to prey on it.",30,45,59,30,39,57,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/543.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/543.png
544,whirlipede,Curlipede Pokemon,Generation-v,False,False,"bug, poison",1.2,58.5,"Poison point, Swarm, Speed boost (Hidden)",Unknown Habitat,Venipede,"Protected by a hard shell, it spins its body like a wheel and crashes furiously into its enemies.",40,55,99,40,79,47,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/544.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/544.png
545,scolipede,Megapede Pokemon,Generation-v,False,False,"bug, poison",2.5,200.5,"Poison point, Swarm, Speed boost (Hidden)",Unknown Habitat,Whirlipede,"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails.",60,100,89,55,69,112,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/545.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/545.png
546,cottonee,Cotton Puff Pokemon,Generation-v,False,False,"grass, fairy",0.3,0.6,"Prankster, Infiltrator, Chlorophyll (Hidden)",Unknown Habitat,None,"When attacked, it escapes by shooting cotton from its body. The cotton serves as a decoy to distract the attacker.",40,27,60,37,50,66,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.5,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/546.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/546.png
547,whimsicott,Windveiled Pokemon,Generation-v,False,False,"grass, fairy",0.7,6.6,"Prankster, Infiltrator, Chlorophyll (Hidden)",Unknown Habitat,Cottonee,"Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind.",60,67,85,77,75,116,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.5,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/547.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/547.png
548,petilil,Bulb Pokemon,Generation-v,False,False,grass,0.5,6.6,"Chlorophyll, Own tempo, Leaf guard (Hidden)",Unknown Habitat,None,The leaves on its head are very bitter. Eating one of these leaves is known to refresh a tired body.,45,35,50,70,50,30,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/548.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/548.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/548.png
549,lilligant,Flowering Pokemon,Generation-v,False,False,grass,1.1,16.3,"Chlorophyll, Own tempo, Leaf guard (Hidden)",Unknown Habitat,Petilil,Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokemon is popular with celebrities.,70,60,75,110,75,90,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/549.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/549.png
550,basculin-red-striped,Hostile Pokemon,Generation-v,False,False,water,1.0,18.0,"Reckless, Adaptability, Mold breaker (Hidden)",Unknown Habitat,None,"Red and blue Basculin get along so poorly, they’ll start fighting instantly. These Pokemon are very hostile.",70,92,65,80,55,98,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/550.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/550.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/550.png
551,sandile,Desert Croc Pokemon,Generation-v,False,False,"ground, dark",0.7,15.2,"Intimidate, Moxie, Anger point (Hidden)",Unknown Habitat,None,They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping.,50,72,35,35,35,65,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,1.0,0.5,2.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/551.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/551.png
552,krokorok,Desert Croc Pokemon,Generation-v,False,False,"ground, dark",1.0,33.4,"Intimidate, Moxie, Anger point (Hidden)",Unknown Habitat,Sandile,They live in groups of a few individuals. Protective membranes shield their eyes from sandstorms.,60,82,45,45,45,74,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,1.0,0.5,2.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/552.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/552.png
553,krookodile,Intimidation Pokemon,Generation-v,False,False,"ground, dark",1.5,96.3,"Intimidate, Moxie, Anger point (Hidden)",Unknown Habitat,Krokorok,"They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile.",95,117,80,65,70,92,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,1.0,0.5,2.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/553.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/553.png
554,darumaka,Zen Charm Pokemon,Generation-v,False,False,fire,0.6,37.5,"Hustle, Inner focus (Hidden)",Unknown Habitat,None,"When its internal fire is burning, it cannot calm down and it runs around. When the fire diminishes, it falls asleep.",70,90,45,15,45,50,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,0.5,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/554.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/554.png
555,darmanitan-standard,Blazing Pokemon,Generation-v,False,False,fire,1.3,92.9,"Sheer force, Zen mode (Hidden)",Unknown Habitat,Darumaka,"Its internal fire burns at 2,500° F, making enough power that it can destroy a dump truck with one punch.",105,140,55,30,55,95,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,0.5,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/555.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/555.png
556,maractus,Cactus Pokemon,Generation-v,False,False,grass,1.0,28.0,"Water absorb, Chlorophyll, Storm drain (Hidden)",Unknown Habitat,None,It uses an up-tempo song and dance to drive away the bird Pokemon that prey on its flower seeds.,75,86,67,106,67,60,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/556.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/556.png
557,dwebble,Rock Inn Pokemon,Generation-v,False,False,"bug, rock",0.3,14.5,"Sturdy, Shell armor, Weak armor (Hidden)",Unknown Habitat,None,This Pokemon can easily melt holes in hard rocks with a liquid secreted from its mouth.,50,65,85,35,35,55,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/557.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/557.png
558,crustle,Stone Home Pokemon,Generation-v,False,False,"bug, rock",1.4,200.0,"Sturdy, Shell armor, Weak armor (Hidden)",Unknown Habitat,Dwebble,"Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle.",70,105,125,65,75,45,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/558.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/558.png
559,scraggy,Shedding Pokemon,Generation-v,False,False,"dark, fighting",0.6,11.8,"Shed skin, Moxie, Intimidate (Hidden)",Unknown Habitat,None,"Its skin has a rubbery elasticity, so it can reduce damage by defensively pulling its skin up to its neck.",50,75,70,35,70,48,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,1.0,0.25,4.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/559.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/559.png
560,scrafty,Hoodlum Pokemon,Generation-v,False,False,"dark, fighting",1.1,30.0,"Shed skin, Moxie, Intimidate (Hidden)",Unknown Habitat,Scraggy,Groups of them beat up anything that enters their territory. Each can spit acidic liquid from its mouth.,65,90,115,45,115,58,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,1.0,0.25,4.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/560.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/560.png
561,sigilyph,Avianoid Pokemon,Generation-v,False,False,"psychic, flying",1.4,14.0,"Wonder skin, Magic guard, Tinted lens (Hidden)",Unknown Habitat,None,"They never vary the route they fly, because their memories of guarding an ancient city remain steadfast.",72,58,80,103,80,97,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,2.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/561.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/561.png
562,yamask,Spirit Pokemon,Generation-v,False,False,ghost,0.5,1.5,Mummy,Unknown Habitat,None,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.,38,30,85,55,65,30,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/562.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/562.png
563,cofagrigus,Coffin Pokemon,Generation-v,False,False,ghost,1.7,76.5,Mummy,Unknown Habitat,Yamask,It has been said that they swallow those who get too close and turn them into mummies. They like to eat gold nuggets.,58,50,145,95,105,30,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/563.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/563.png
564,tirtouga,Prototurtle Pokemon,Generation-v,False,False,"water, rock",0.7,16.5,"Solid rock, Sturdy, Swift swim (Hidden)",Unknown Habitat,None,"Restored from a fossil, this Pokemon can dive to depths beyond half a mile.",54,78,103,53,45,22,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/564.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/564.png
565,carracosta,Prototurtle Pokemon,Generation-v,False,False,"water, rock",1.2,81.0,"Solid rock, Sturdy, Swift swim (Hidden)",Unknown Habitat,Tirtouga,They can live both in the ocean and on land. A slap from one of them is enough to open a hole in the bottom of a tanker.,74,108,133,83,65,32,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/565.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/565.png
566,archen,First Bird Pokemon,Generation-v,False,False,"rock, flying",0.5,9.5,Defeatist,Unknown Habitat,None,"Said to be an ancestor of bird Pokemon, they were unable to fly and moved about by hopping from one branch to another.",55,112,45,74,45,70,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/566.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/566.png
567,archeops,First Bird Pokemon,Generation-v,False,False,"rock, flying",1.4,32.0,Defeatist,Unknown Habitat,Archen,"They are intelligent and will cooperate to catch prey. From the ground, they use a running start to take flight.",75,140,65,112,65,110,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/567.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/567.png
568,trubbish,Trash Bag Pokemon,Generation-v,False,False,poison,0.6,31.0,"Stench, Sticky hold, Aftermath (Hidden)",Unknown Habitat,None,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.,50,50,62,40,62,65,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/568.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/568.png
569,garbodor,Trash Heap Pokemon,Generation-v,False,False,poison,1.9,107.3,"Stench, Weak armor, Aftermath (Hidden)",Unknown Habitat,Trubbish,It clenches opponents with its left arm and finishes them off with foul-smelling poison gas belched from its mouth.,80,95,82,60,82,75,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/569.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/569.png
570,zorua,Tricky Fox Pokemon,Generation-v,False,False,dark,0.7,12.5,Illusion,Unknown Habitat,None,"It changes into the forms of others to surprise them. Apparently, it often transforms into a silent child.",40,65,40,80,40,65,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,1.0,0.5,2.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/570.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/570.png
571,zoroark,Illusion Fox Pokemon,Generation-v,False,False,dark,1.6,81.1,Illusion,Unknown Habitat,Zorua,Bonds between these Pokemon are very strong. It protects the safety of its pack by tricking its opponents.,60,105,60,120,60,105,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,1.0,0.5,2.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/571.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/571.png
572,minccino,Chinchilla Pokemon,Generation-v,False,False,normal,0.4,5.8,"Cute charm, Technician, Skill link (Hidden)",Unknown Habitat,None,"They greet one another by rubbing each other with their tails, which are always kept well groomed and clean.",55,50,40,40,40,75,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/572.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/572.png
573,cinccino,Scarf Pokemon,Generation-v,False,False,normal,0.5,7.5,"Cute charm, Technician, Skill link (Hidden)",Unknown Habitat,Minccino,Their white fur is coated in a special oil that makes it easy for them to deflect attacks.,75,95,60,65,60,115,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/573.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/573.png
574,gothita,Fixation Pokemon,Generation-v,False,False,psychic,0.4,5.8,"Frisk, Competitive, Shadow tag (Hidden)",Unknown Habitat,None,Their ribbonlike feelers increase their psychic power. They are always staring at something.,45,30,50,55,65,45,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/574.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/574.png
575,gothorita,Manipulate Pokemon,Generation-v,False,False,psychic,0.7,18.0,"Frisk, Competitive, Shadow tag (Hidden)",Unknown Habitat,Gothita,They use hypnosis to control people and Pokemon. Tales of Gothorita leading people astray are told in every corner.,60,45,70,75,85,55,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/575.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/575.png
576,gothitelle,Astral Body Pokemon,Generation-v,False,False,psychic,1.5,44.0,"Frisk, Competitive, Shadow tag (Hidden)",Unknown Habitat,Gothorita,Starry skies thousands of light-years away are visible in the space distorted by their intense psychic power.,70,55,95,95,110,65,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/576.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/576.png
577,solosis,Cell Pokemon,Generation-v,False,False,psychic,0.3,1.0,"Overcoat, Magic guard, Regenerator (Hidden)",Unknown Habitat,None,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.,45,30,40,105,50,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/577.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/577.png
578,duosion,Mitosis Pokemon,Generation-v,False,False,psychic,0.6,8.0,"Overcoat, Magic guard, Regenerator (Hidden)",Unknown Habitat,Solosis,"Since they have two divided brains, at times they suddenly try to take two different actions at once.",65,40,50,125,60,30,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/578.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/578.png
579,reuniclus,Multiplying Pokemon,Generation-v,False,False,psychic,1.0,20.1,"Overcoat, Magic guard, Regenerator (Hidden)",Unknown Habitat,Duosion,"When Reuniclus shake hands, a network forms between their brains, increasing their psychic power.",110,65,75,125,85,30,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/579.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/579.png
580,ducklett,Water Bird Pokemon,Generation-v,False,False,"water, flying",0.5,5.5,"Keen eye, Big pecks, Hydration (Hidden)",Unknown Habitat,None,These bird Pokemon are excellent divers. They swim around in the water eating their favorite food--peat moss.,62,44,50,44,50,55,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/580.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/580.png
581,swanna,White Bird Pokemon,Generation-v,False,False,"water, flying",1.3,24.2,"Keen eye, Big pecks, Hydration (Hidden)",Unknown Habitat,Ducklett,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.,75,87,63,87,63,98,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/581.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/581.png
582,vanillite,Fresh Snow Pokemon,Generation-v,False,False,ice,0.4,5.7,"Ice body, Snow cloak, Weak armor (Hidden)",Unknown Habitat,None,The temperature of their breath is -58° F. They create snow crystals and make snow fall in the areas around them.,36,50,50,65,60,44,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/582.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/582.png
583,vanillish,Icy Snow Pokemon,Generation-v,False,False,ice,1.1,41.0,"Ice body, Snow cloak, Weak armor (Hidden)",Unknown Habitat,Vanillite,"Snowy mountains are this Pokemon’s habitat. During an ancient ice age, they moved to southern areas.",51,65,65,80,75,59,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/583.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/583.png
